ID,Sex,Age,AgeGroup,EthnicGroup,Education,SES,DeprivationIndex,Victim,effectx,fairx,confx,antisocx
135230170,Male,45,4,White,University,2,3,0,,,-2.290505909,-3.42
135230210,Male,28,2,White,University,1,4,0,0.7559490783216478,,0.3491976504660765,0.52
135231010,Female,58,5,Black or Black British,,5,2,0,1.3449095554818349,0.5447858333935546,-0.381797181,-2.27
135231210,Male,70,6,Asian or Asian British,GCSE,3,4,0,,,,
135233210,Female,64,5,White,Other,5,5,0,-0.15244759,-0.91493273,0.613168006,-0.84
135235130,Female,84,7,White,,1,5,0,0.4564776492571459,,0.3593503564624661,1.22
135237250,Male,84,7,White,,4,4,0,0.1270590772861937,-0.377675203,0.1055327065527261,
135238290,Female,34,2,Asian or Asian British,,6,2,0,,,0.3593503564624661,-0.53
135239250,Female,47,4,White,ALevel,2,2,1,,,0.613168006,
135241130,Female,50,4,White,University,1,3,0,1.3449095554818349,0.5143750299929439,0.3593503564624661,1.22
135241210,Male,21,1,White,University,1,4,0,-1.59989283,0.1798561925862268,-0.097521413,-0.75
135244010,Male,36,3,Chinese or other,University,1,4,0,-0.372059971,,-0.584851301,-1.22
135249210,Female,28,2,White,University,1,5,1,-1.619857592,0.1494453891856161,0.613168006,-2.93
135250130,Female,33,2,White,University,1,5,0,0.7559490783216478,0.5143750299929439,-0.087368707,0.5
135252250,Male,30,2,White,University,1,4,0,,0.8184830639990504,-0.381797181,1.22
135253010,Female,55,5,White,ALevel,5,3,0,-0.961020448,-1.127808354,-1.051875777,
135253050,Male,44,3,White,ALevel,4,3,0,-1.29043902,-0.377675203,0.1156854125491157,-0.26
135254050,Male,31,2,White,University,1,4,1,-0.132482828,-0.185073448,0.3593503564624661,0.7
135254090,Female,32,2,White,University,5,3,0,0.2169005060055442,2.2072430859602696,-1.062028483,0.3
135255050,Female,53,4,White,ALevel,1,5,0,-0.441936638,0.027802176,0.3593503564624661,0.41
135255130,Female,33,2,White,GCSE,4,4,0,0.4464952682883291,0.6968398503966078,1.3340101321158675,-1.41
135255290,Female,64,5,White,University,1,3,0,,,,-0.2
135258170,Female,32,2,White,University,1,1,0,-1.050861877,-0.965617402,-1.975772023,0.27
135260210,Female,48,4,White,University,1,4,0,-0.691496162,,-0.310728239,0.43
135263170,Female,64,5,White,University,2,1,0,0.1869533630990941,0.5447858333935546,0.866985656,0.75
135267050,Female,54,4,White,GCSE,5,1,0,-2.168888546,-1.259588502,-3.133180506,-2.69
135267090,Male,51,4,White,University,1,2,1,,,,
135267170,Female,29,2,White,GCSE,3,2,0,-0.98098521,0.5447858333935546,0.1562962365346741,-2.02
135267290,Male,48,4,White,University,1,4,0,0.1470238392238272,0.1494453891856161,0.1562962365346741,0.71
135272210,Female,63,5,Asian or Asian British,Other,5,2,0,,,1.2832466021339195,
135274130,Female,96,7,White,,1,3,0,,,,
135277050,Male,24,1,White,GCSE,5,1,1,0.7759138402592812,0.5447858333935546,0.1461435305382845,-0.5
135280210,Female,20,1,Asian or Asian British,ALevel,5,1,0,,0.4028687508573715,0.3593503564624661,-2.43
135281010,Female,31,2,White,GCSE,4,1,1,-1.869417116,,1.0903451882025177,-1.93
135281050,Female,36,3,White,University,5,2,0,1.3449095554818349,1.2543712460744694,-0.036605177,0.73
135282130,Female,51,4,White,GCSE,3,3,0,0.7359843163840144,,0.1562962365346741,-0.24
135282290,Female,46,4,White,University,2,5,1,-1.020914734,,0.1562962365346741,-0.01
135284050,Female,38,3,White,GCSE,1,3,0,1.0654028883549664,0.5447858333935546,0.1562962365346741,1.22
135284090,Female,47,4,,,1,5,0,0.7759138402592812,0.7475245227309588,-0.402102593,0.97
135284290,Female,26,2,White,ALevel,1,1,0,1.3449095554818349,,1.7807291959570102,-1.49
135287050,Female,18,1,White,ALevel,1,2,0,-0.112518066,-0.925069664,0.1156854125491157,-0.97
135290090,Male,19,1,White,ALevel,8,2,0,0.4764424111947792,,0.5624044763902581,-0.47
135290170,Female,66,6,White,ALevel,1,5,0,0.4564776492571459,0.1088976513181353,0.3593503564624661,-0.78
135290210,Female,69,6,White,,5,5,0,,,1.2832466021339195,1.22
135292050,Male,53,4,White,University,3,5,0,0.4464952682883291,0.1494453891856161,0.3593503564624661,-1.01
135292090,Male,48,4,White,Other,5,3,0,-1.000949972,-1.918489242,-1.051875777,-1.54
135293050,Male,21,1,White,ALevel,4,4,0,0.486424792,,0.3593503564624661,1.22
135296210,Male,20,1,Asian or Asian British,ALevel,7,4,0,,-0.62096163,-0.767600009,-0.42
135297250,Male,41,3,White,ALevel,1,4,0,0.4764424111947792,0.5447858333935546,0.3593503564624661,0.75
135298130,Female,21,1,White,GCSE,5,1,0,-0.681513781,-1.614381208,-0.737141891,-0.69
135298170,Male,51,4,White,GCSE,4,2,0,,0.4130056853242417,-2.036688259,0.19
135300170,Female,71,6,White,,1,4,0,-2.168888546,-1.036575943,-1.254929897,0.52
135302010,Male,39,3,White,University,3,3,0,1.3449095554818349,0.3623210129898906,-0.097521413,1.22
135303050,Male,66,6,White,,4,4,0,-1.280456639,-0.266168924,-2.006230141,1.22
135303170,Female,64,5,White,GCSE,3,4,1,,,-1.254929897,1.22
135303210,Male,37,3,White,ALevel,3,1,0,-0.711460924,-1.583970405,0.3796557684552454,0.28
135304010,Female,21,1,White,GCSE,1,1,0,,,-0.341186357,-0.49
135306130,Female,53,4,Asian or Asian British,GCSE,8,3,0,,,,0.54
135306210,Male,42,3,White,University,2,5,0,-0.132482828,-0.357401334,-0.310728239,0.73
135306290,Male,56,5,White,,3,5,0,-1.619857592,-2.587526917,0.3593503564624661,0.5
135307050,Female,56,5,White,GCSE,4,2,1,-1.889381878,,-1.224471779,-0.88
135307210,Male,23,1,Asian or Asian British,University,8,1,1,,,,-3.8
135309210,Female,40,3,White,Other,5,4,0,1.903922889735572,1.943682789821644,0.3695030624588558,1.22
135311050,Male,42,3,White,GCSE,1,1,0,1.3449095554818349,0.8184830639990504,-0.554393183,-0.53
135313010,Female,41,3,White,,4,4,0,,,-1.457984017,0.52
135319210,Male,33,2,White,,2,4,0,-1.609875211,-1.563696536,0.8162221262999981,1
135321250,Female,21,1,White,University,3,4,0,0.1969357440679108,-0.580413892,-1.965619317,-0.02
135331010,Female,53,4,White,University,3,2,0,0.1669886011614606,0.1190345857850055,-1.011264953,-1.11
135332170,Female,30,2,White,,5,4,0,0.486424792,0.8793046708002716,0.3593503564624661,-0.01
135335130,Male,44,3,White,GCSE,1,4,0,-0.142465209,0.7779353261315695,0.3593503564624661,1.22
135337210,Female,66,6,White,GCSE,1,,0,-1.579928068,-0.681783237,1.5776750760292182,0.94
135339250,Female,28,2,White,University,5,1,1,-1.010932353,-0.681783237,-0.554393183,-2.49
135341170,Male,75,7,White,Other,5,,1,,,1.1715668361736342,0.29
135342170,Female,30,2,White,GCSE,3,,0,-0.382042352,,-1.051875777,1
135343090,Female,76,7,White,,5,,0,1.0554205073861498,,0.3593503564624661,1.22
135343330,Female,19,1,White,,5,,0,-0.651566638,-1.594107339,-2.879362856,0.43
135344130,Male,31,2,White,ALevel,5,,0,0.1769709821302773,-0.519592286,-0.595004007,-0.97
135345050,Female,53,4,White,Other,4,,1,-1.859434736,,-0.452866123,-2.24
135345330,Female,32,2,White,ALevel,3,,1,,-0.590550827,-1.325998839,-1.9
135349210,Male,79,7,White,,5,3,0,1.3449095554818349,0.8488938673996609,0.3593503564624661,1.22
135349250,Male,31,2,White,University,1,3,0,-0.072588542,0.5447858333935546,1.5776750760292182,-0.21
135349370,Male,65,6,White,ALevel,2,3,0,-0.711460924,-1.269725436,0.6740842423505438,0.74
135351010,Female,54,4,White,,5,1,0,0.4365128873195124,,-0.534087771,-1.56
135354010,Male,43,3,Black or Black British,University,5,1,1,1.3149624125753847,,1.0395816582205692,-1.55
135354290,Female,33,2,White,University,2,2,0,0.1470238392238272,,0.3593503564624661,-1.01
135354330,Male,47,4,Asian or Asian British,GCSE,4,2,1,1.0354557454485165,0.5447858333935546,0.3593503564624661,-0.23
135355130,Female,30,2,White,University,2,1,0,0.4365128873195124,0.1798561925862268,0.3695030624588558,-1.08
135356090,Female,48,4,White,University,1,3,0,,,-1.315846133,0.28
135357010,Female,67,6,White,ALevel,1,2,0,-0.701478543,-0.002608628,0.1562962365346741,0.46
135357290,Male,42,3,White,ALevel,1,4,0,0.4764424111947792,-0.955480468,0.3593503564624661,0.75
135360130,Female,17,1,White,ALevel,7,3,1,0.7659314592904646,0.088623782,-0.138132237,-1.89
135362090,Female,50,4,White,GCSE,1,5,1,0.1470238392238272,1.2138235082069886,1.0700397762097382,-0.45
135365170,Female,42,3,Black or Black British,Other,6,2,1,0.1969357440679108,0.9198524086677524,0.1156854125491157,-1.41
135366290,Male,34,2,White,University,1,5,0,0.4564776492571459,1.1428649669388973,1.0700397762097382,-0.06
135366330,Female,34,2,White,University,1,5,0,0.5063895541012295,1.0313586878033247,0.1156854125491157,1.22
135367090,Female,17,1,White,GCSE,5,4,1,1.0454381264173331,0.1798561925862268,0.3593503564624661,0.21
135367130,Male,35,3,White,University,1,5,0,0.4664600302259626,0.4231426197911119,0.3491976504660765,-0.01
135369050,Female,37,3,White,GCSE,1,3,0,0.1769709821302773,,-0.097521413,-0.26
135369090,Female,33,2,White,ALevel,4,2,0,,0.5143750299929439,0.613168006,-0.78
135369290,Female,39,3,White,GCSE,2,1,1,0.1570062201926439,,-1.051875777,-2.49
135370130,Male,27,2,White,GCSE,6,3,0,0.1570062201926439,0.1798561925862268,-1.315846133,-1.45
135371250,Male,44,3,White,University,1,2,0,0.4764424111947792,0.6968398503966078,0.1461435305382845,0.02
135373050,Female,54,4,Chinese or other,,6,3,0,,,-1.437678605,1
135375010,Female,,2,White,University,1,2,0,1.3449095554818349,1.153001901405767,0.3593503564624661,-0.69
135375130,Male,,2,White,ALevel,2,1,0,1.3449095554818349,0.5143750299929439,-1.386915075,-0.74
135376010,Male,52,4,Asian or Asian British,,5,2,0,,,0.3593503564624661,
135376130,Female,36,3,Black or Black British,,1,2,0,,,1.0395816582205692,0.43
135377090,Male,26,2,White,University,2,2,0,-0.072588542,,-1.051875777,-0.52
135378090,Male,52,4,White,ALevel,5,2,0,1.3449095554818349,0.5447858333935546,0.3593503564624661,-0.51
135378290,Male,35,3,White,,6,2,0,,,0.7756113023144396,-0.76
135379130,Male,69,6,White,,5,1,0,-0.132482828,,0.1562962365346741,1
135380010,Male,32,2,White,University,1,2,1,-0.392024733,0.3014994061886693,0.613168006,-1.43
135380090,Male,23,1,White,ALevel,1,1,1,0.4365128873195124,1.3151928528756909,-1.062028483,-0.92
135380210,Female,43,3,Black or Black British,University,2,1,0,1.0554205073861498,,0.3593503564624661,-1.44
135380250,Male,37,3,White,University,1,3,0,,,-1.041723071,0.02
135381250,Male,60,5,White,University,1,3,0,-0.112518066,1.0313586878033247,0.1461435305382845,0.5
135382130,Female,49,4,Black or Black British,Other,5,1,0,,,1.5370642520436597,-3.59
135382210,Male,57,5,White,University,1,2,1,0.8058609831657315,1.1732757703395076,0.1461435305382845,-0.48
135382250,Male,68,6,White,,3,3,0,,,,1.22
135382290,Male,44,3,White,University,1,3,0,,,1.0598870702133485,0.21
135383090,Male,62,5,White,,3,3,0,-0.431954257,-0.174936514,-0.818363539,-1.14
135383170,Male,31,2,White,University,1,2,1,-0.971002829,1.5483423456137058,-1.051875777,-2
135383210,Male,75,7,White,,5,1,0,-1.000949972,-1.077123681,-0.544240477,-0.72
135386130,Female,66,6,Black or Black British,Other,2,2,0,,0.6968398503966078,0.3593503564624661,-0.72
135387090,Female,31,2,White,ALevel,1,4,1,-0.971002829,,-0.798058127,-0.96
135392010,Male,26,2,White,ALevel,1,2,0,,,0.613168006,0
135392050,Male,79,7,White,,3,2,0,,-0.002608628,0.1562962365346741,0.55
135395170,Female,55,5,White,ALevel,5,2,1,-0.431954257,-0.266168924,1.5776750760292182,-0.24
135396290,Female,46,4,White,University,1,4,0,-0.112518066,,-0.290422827,-0.44
135397090,Male,80,7,White,,4,1,0,,,1.7807291959570102,1
135397170,Male,39,3,White,ALevel,1,1,0,-2.168888546,-2.891634951,-3.640815806,-0.42
135397250,Male,44,3,White,University,1,3,0,1.0953500312614166,0.99081095,1.5675223700328285,0.44
135398010,Female,72,6,White,University,1,4,0,-1.300421401,-1.401505584,,
135398130,Female,79,7,White,University,1,5,0,-0.431954257,-0.306716662,0.288281414,0.71
135398290,Female,49,4,White,University,1,5,0,-2.168888546,,,0.24
135398330,Female,62,5,White,GCSE,5,5,0,0.4464952682883291,-0.854111123,0.1562962365346741,-0.24
135402250,Female,44,3,White,University,1,4,1,,,0.8162221262999981,0.78
135403050,Male,28,2,White,ALevel,5,3,0,0.7659314592904646,,0.8365275382927774,0.97
135403170,Female,28,2,White,GCSE,5,3,0,-0.372059971,0.3521840785230204,-1.285388015,-1.41
135403210,Male,65,6,White,ALevel,5,4,1,-0.701478543,,-0.310728239,-1.94
135405170,Male,21,1,White,,2,3,1,-1.619857592,-0.945343533,-0.808210833,1.22
135405290,Male,23,1,White,University,7,2,0,-0.102535685,0.098760717,0.3593503564624661,0.47
135407090,Female,21,1,White,GCSE,5,2,0,0.745966697,0.4535534231917225,0.3593503564624661,-1.7
135407130,Female,42,3,White,University,1,2,0,1.3449095554818349,0.8793046708002716,-0.036605177,-1.76
135407210,Male,52,4,White,University,3,1,0,-2.168888546,,-3.22455486,-1.64
135407250,Female,59,5,White,GCSE,3,1,0,-0.441936638,-0.154662645,1.7807291959570102,1
135410210,Female,32,2,White,University,1,4,0,,,-0.310728239,-0.23
135414130,Male,69,6,White,,4,4,0,,,-0.087368707,0.05
135415250,Male,55,5,White,GCSE,2,2,0,0.4764424111947792,-1.259588502,-0.554393183,0.51
135415330,Female,41,3,White,University,1,4,0,0.4764424111947792,0.6968398503966078,0.3593503564624661,-0.31
135420090,Female,61,5,White,GCSE,3,3,0,-1.020914734,-0.62096163,0.1461435305382845,-2.16
135421050,Male,59,5,White,University,1,4,0,0.4365128873195124,0.6258813091285162,-0.595004007,1
135423170,Male,39,3,White,GCSE,1,2,0,0.1470238392238272,0.2102669959868374,-1.041723071,0.71
135423290,Female,24,1,White,GCSE,5,1,0,,,-0.595004007,0.05
135427130,Male,56,5,White,University,1,4,0,,2.0653260034240866,1.3340101321158675,1.22
135427290,Male,30,2,White,GCSE,3,5,0,0.226882887,1.3861513941437824,0.1461435305382845,-0.45
135428290,Female,43,3,White,University,1,3,0,0.1669886011614606,-0.590550827,0.2172124725130117,-1.01
135430090,Male,66,6,White,,5,1,0,1.0554205073861498,0.6968398503966078,-0.544240477,1.22
135430170,Female,19,1,White,Other,5,1,1,0.7759138402592812,0.4535534231917225,-1.275235309,
135430250,Male,44,3,White,ALevel,3,3,0,0.7759138402592812,-0.408086006,-0.138132237,0.1
135433250,Male,54,4,White,University,1,4,0,-1.010932353,-1.472464126,-0.584851301,-0.28
135435170,Female,63,5,White,,5,1,0,0.1769709821302773,,-0.341186357,-2.19
135436010,Male,53,4,White,,5,1,0,-1.000949972,-0.448633744,0.1562962365346741,-0.51
135436250,Female,34,2,White,University,4,2,1,,,-0.087368707,0.48
135440010,Male,28,2,White,ALevel,5,5,0,,,-0.107674119,1.22
135440170,Female,50,4,White,University,1,4,0,,,-0.523935065,1.22
135440250,Female,58,5,White,University,1,4,0,,,-0.067063295,1
135444010,Female,28,2,White,GCSE,5,2,0,-0.142465209,0.5447858333935546,0.613168006,0.67
135445170,Female,66,6,White,,3,4,0,-0.731425686,,,-0.09
135445250,Male,39,3,White,Other,5,4,0,0.7659314592904646,0.6968398503966078,-0.534087771,1.22
135446010,Female,25,2,White,ALevel,7,3,0,,,1.0700397762097382,-0.74
135451170,Female,76,7,White,University,2,2,0,-1.579928068,,,
135453130,Female,47,4,Mixed,ALevel,4,2,0,0.1969357440679108,-0.661509368,-1.305693427,
135456010,Female,39,3,White,GCSE,2,3,0,,,-0.087368707,-0.24
135456130,Male,39,3,White,ALevel,4,2,1,,,-0.716836479,-0.5
135457290,Male,47,4,White,University,1,5,1,,,0.1156854125491157,1
135460010,Female,18,1,White,University,8,3,1,,,-0.848821657,0.05
135460170,Male,54,4,White,,5,1,0,0.1869533630990941,,-0.077216001,
135461170,Male,52,4,White,ALevel,1,5,1,-1.030897115,-0.103977972,0.3593503564624661,0.02
135463290,Female,48,4,White,University,8,5,0,-1.000949972,-1.036575943,-1.701648961,-0.03
135464210,Female,34,2,White,ALevel,5,1,1,-1.280456639,,,-0.97
135465090,Male,49,4,White,University,3,4,0,0.5163719350700463,0.382594882,,-0.14
135466250,Female,45,4,White,University,7,5,0,,,1.5675223700328285,1.22
135468050,Female,63,5,White,,5,5,0,-0.142465209,-0.631098565,-0.564545889,1.22
135470210,Female,74,6,White,,4,2,0,0.1370414582550104,,0.3999611804480245,-0.67
135471170,Female,33,2,White,GCSE,3,5,0,-1.000949972,-0.773015647,-0.798058127,1.22
135472130,Female,71,6,White,University,1,,0,0.4764424111947792,-1.107534485,-0.239659297,1.22
135472250,Male,77,7,White,ALevel,4,,0,-1.549980925,,-1.508747547,
135474170,Female,26,2,White,GCSE,8,,1,-0.15244759,0.007528307,1.3340101321158675,-2.47
135474210,Female,62,5,White,GCSE,5,,0,0.7559490783216478,,-0.310728239,0.31
135478130,Female,42,3,White,ALevel,3,,0,-0.711460924,-1.634655077,-1.214319073,1.22
135478250,Female,66,6,White,GCSE,2,,0,-0.092553304,0.3623210129898906,0.1461435305382845,0.01
135481050,Female,48,4,White,GCSE,1,,0,0.4764424111947792,0.1190345857850055,-0.554393183,
135481250,Male,70,6,White,University,1,,0,-0.142465209,-1.229177698,-0.036605177,1.22
135481330,Male,68,6,,,6,,1,-2.168888546,-2.364514359,-2.412338381,
135482090,Female,45,4,White,GCSE,5,,1,-1.310403782,-2.171912604,-1.965619317,-1.53
135482130,Female,41,3,White,ALevel,1,,0,0.1769709821302773,,0.1461435305382845,-0.01
135482330,Male,32,2,White,ALevel,1,,0,-1.280456639,,-0.584851301,-0.75
135483050,Male,53,4,White,University,4,,0,0.7559490783216478,,-0.270117415,0.45
135484010,Female,53,4,White,University,1,,0,-0.102535685,0.058212979,-0.127979531,-0.97
135485250,Male,27,2,White,GCSE,5,,0,0.4664600302259626,1.3050559184088206,1.7807291959570102,0.02
135485290,Male,73,6,White,ALevel,3,,1,1.3149624125753847,1.477383804345614,1.7807291959570102,-0.67
135488130,Male,25,2,Black or Black British,GCSE,5,1,0,,,1.0801924822061275,1.22
135489010,Male,48,4,White,University,1,5,0,0.1869533630990941,-0.408086006,0.613168006,0.21
135490170,Male,20,1,Mixed,GCSE,5,1,0,,,,
135490250,Male,39,3,Asian or Asian British,University,5,2,0,-0.062606161,0.6461551780622566,0.3593503564624661,0.48
135491050,Male,56,5,White,ALevel,4,2,1,-0.132482828,-0.955480468,0.1562962365346741,-2.21
135492330,Female,85,7,Mixed,,5,4,0,-1.320386163,,,1.22
135493010,Male,78,7,White,,4,3,0,-0.132482828,,-0.554393183,0.73
135494010,Female,45,4,White,GCSE,4,5,0,,,-1.031570365,1.22
135494090,Male,41,3,White,University,5,1,0,-1.579928068,,-3.397150862,-1.68
135494170,Female,74,6,White,University,1,3,0,,,0.3593503564624661,0.99
135494250,Male,33,2,White,,1,4,0,0.4764424111947792,0.7272506537972183,0.3593503564624661,-0.04
135494290,Female,55,5,White,University,1,5,0,,,-1.163555543,0.24
135495090,Male,51,4,White,ALevel,2,2,0,0.1669886011614606,-0.002608628,-0.138132237,1
135495170,Female,33,2,White,University,1,1,0,-0.98098521,0.1494453891856161,-1.133097425,-1.17
135496210,Male,71,6,White,ALevel,1,5,1,-0.451919019,-0.519592286,1.3644682501050367,1.22
135499010,Female,58,5,White,University,1,2,0,0.4365128873195124,0.1088976513181353,0.1461435305382845,-0.78
135499050,Male,82,7,White,,5,1,0,0.1470238392238272,-0.033019431,-0.097521413,-0.75
135499090,Female,63,5,White,Other,5,4,0,-1.280456639,-1.817119897,-1.285388015,1
135499130,Male,43,3,White,University,4,1,0,-0.142465209,0.3319102095892799,0.3593503564624661,-0.52
135499170,Male,51,4,White,University,2,1,0,,,-1.224471779,
135499210,Female,51,4,White,University,2,1,0,0.2069181250367275,0.3319102095892799,-0.087368707,-0.56
135499250,Male,62,5,White,ALevel,3,4,1,-0.681513781,-0.864248058,-0.127979531,0.97
135499290,Male,61,5,White,ALevel,3,1,1,-0.431954257,-0.955480468,0.3593503564624661,1.22
135500010,Male,49,4,White,ALevel,1,4,0,,,-0.798058127,
135500090,Female,35,3,White,GCSE,1,2,1,0.7759138402592812,,0.1461435305382845,0.05
135502050,Male,89,7,White,,5,1,0,-0.411989495,0.5447858333935546,0.3593503564624661,0.73
135505090,Female,66,6,White,GCSE,3,2,0,-1.280456639,,-1.508747547,1
135506290,Male,62,5,Mixed,,6,1,0,-0.162429971,-1.523148798,1.5675223700328285,-2.65
135507170,Female,44,3,Black or Black British,University,6,1,0,,,0.1461435305382845,-1.19
135507250,Male,51,4,Black or Black British,ALevel,1,2,0,,,1.7807291959570102,-0.21
135507330,Male,46,4,White,,5,1,0,1.3449095554818349,0.6968398503966078,0.3593503564624661,1.22
135508250,Male,34,2,White,Other,5,4,1,,,1.7807291959570102,0.49
135509010,Male,68,6,White,University,1,3,0,,0.8083461295321801,0.1461435305382845,0.74
135509210,Male,55,5,White,University,1,4,0,0.7759138402592812,0.8793046708002716,-0.300575533,0.03
135509250,Female,27,2,White,University,4,2,0,,,0.1562962365346741,
135510010,Female,44,3,White,University,1,5,1,1.0554205073861498,,1.3644682501050367,0.2
135510290,Male,37,3,White,ALevel,5,2,1,,,1.0700397762097382,0.01
135511010,Male,49,4,White,University,3,5,0,0.7759138402592812,,0.3593503564624661,
135511170,Male,42,3,White,University,1,5,0,0.7759138402592812,,0.3593503564624661,-0.49
135511290,Female,55,5,White,University,1,2,0,1.0554205073861498,,0.7857640083108293,0.08
135512010,Female,48,4,Asian or Asian British,University,1,1,1,,,1.7807291959570102,-1.42
135512090,Male,44,3,Black or Black British,University,1,1,0,0.4664600302259626,1.8828611830204227,1.1106506001952965,-1.9
135512290,Male,40,3,Black or Black British,University,1,3,0,1.3449095554818349,0.4231426197911119,0.1156854125491157,1.22
135514010,Male,23,1,Asian or Asian British,ALevel,3,2,0,1.9238876516732053,,0.613168006,0.22
135514050,Male,33,2,White,,3,1,0,,,0.3593503564624661,-0.78
135514250,Male,54,4,White,Other,4,1,0,-1.000949972,0.088623782,0.1562962365346741,-0.23
135515010,Male,27,2,White,ALevel,1,1,0,-1.000949972,,0.1055327065527261,-2.2
135516050,Female,23,1,White,University,7,1,0,,,0.3593503564624661,-0.95
135516330,Female,35,3,Asian or Asian British,University,1,1,0,1.3948214603259186,,-1.224471779,-3.07
135517130,Female,30,2,White,University,1,1,0,1.3449095554818349,,0.3491976504660765,-0.44
135517210,Female,21,1,White,ALevel,7,1,0,0.7559490783216478,1.852450379619812,0.3593503564624661,1.22
135517250,Male,66,6,White,,5,1,0,0.7559490783216478,,-0.584851301,
135518050,Female,42,3,White,University,1,2,1,,,,-0.23
135520050,Male,39,3,Black or Black British,University,6,2,0,,,1.7807291959570102,1.22
135520170,Female,50,4,White,ALevel,2,1,0,-0.721443305,-0.408086006,-1.092486601,-2.98
135521050,Female,84,7,White,,1,4,0,-1.300421401,,1.7807291959570102,
135521290,Female,56,5,White,GCSE,1,5,0,-1.020914734,-0.610824696,-1.031570365,0.24
135523090,Male,55,5,White,University,1,5,0,0.4365128873195124,,-0.300575533,-0.44
135523130,Male,47,4,White,ALevel,3,2,0,-0.392024733,,-1.254929897,-0.41
135524090,Female,76,7,White,University,1,5,0,-1.579928068,0.1798561925862268,-1.011264953,0.2
135524130,Male,20,1,Black or Black British,University,4,4,1,-1.250509496,0.5447858333935546,-1.305693427,0.94
135524170,Female,50,4,White,,6,4,0,-0.421971876,-0.854111123,-0.097521413,-0.53
135524250,Male,32,2,White,University,1,4,1,-0.392024733,-0.002608628,-1.559511077,0.25
135524290,Female,54,4,White,University,1,4,0,,,-0.056910589,
135526250,Female,28,2,White,University,1,4,0,1.0654028883549664,,0.3593503564624661,1.22
135527170,Male,39,3,White,University,3,4,0,-0.082570923,,-0.808210833,-0.36
135527290,Male,85,7,White,ALevel,4,3,0,-1.869417116,-1.016302075,-1.975772023,0.65
135530050,Female,53,4,White,,2,1,0,-0.411989495,-1.289999305,-0.087368707,-3.03
135530210,Male,47,4,White,University,4,5,0,-0.990967591,,,1.22
135530290,Male,51,4,White,GCSE,1,5,0,0.7559490783216478,,,
135531090,Female,37,3,White,University,1,1,0,,,0.613168006,-0.75
135532010,Female,36,3,White,ALevel,1,5,1,,,-0.331033651,-0.54
135532170,Male,68,6,White,ALevel,3,4,0,,,-1.305693427,0.53
135532250,Male,,7,White,,3,5,0,,,,1.22
135532290,Male,96,7,White,University,1,4,0,-0.701478543,0.1798561925862268,,0.42
135532330,Female,69,6,White,University,1,5,0,-0.701478543,-1.705613618,0.3593503564624661,1.22
135533130,Male,62,5,White,ALevel,1,5,0,0.1769709821302773,-0.62096163,-0.341186357,0.54
135533170,Male,54,4,White,ALevel,5,4,0,-0.691496162,-0.296579727,0.1156854125491157,0.5
135533210,Male,40,3,White,ALevel,1,2,0,0.4764424111947792,0.1798561925862268,0.1562962365346741,0.02
135533290,Male,64,5,White,University,3,4,0,-1.619857592,-0.154662645,1.5675223700328285,1.22
135534010,Female,22,1,White,GCSE,5,3,1,0.4964071731324128,,-0.544240477,-0.8
135534170,Male,65,6,White,University,1,4,0,-0.731425686,-0.428359875,1.0903451882025177,1.22
135534210,Male,50,4,White,GCSE,3,4,0,-1.280456639,-1.472464126,-0.544240477,0.73
135534250,Female,65,6,White,,5,2,0,,,0.1461435305382845,
135535010,Female,29,2,White,ALevel,2,4,0,-1.280456639,,0.3593503564624661,0.51
135535050,Male,79,7,White,,3,4,0,0.4365128873195124,,0.3593503564624661,1.22
135535130,Male,41,3,White,University,3,4,0,1.3149624125753847,-0.408086006,-0.036605177,0.51
135535170,Male,52,4,White,University,3,2,0,-1.310403782,-1.259588502,-1.701648961,-2.18
135535210,Female,76,7,White,University,1,4,0,,,-0.757447303,
135536050,Female,46,4,White,ALevel,5,1,0,1.0554205073861498,0.6765659814628674,-1.133097425,0.14
135536290,Female,52,4,White,GCSE,4,1,0,1.3449095554818349,0.6968398503966078,0.3593503564624661,0.72
135537010,Male,65,6,White,University,4,2,0,-0.411989495,-0.813563385,-1.468136723,-1.76
135539050,Male,21,1,White,University,5,1,0,0.1869533630990941,-0.367538269,-1.275235309,-1.21
135539130,Male,16,1,White,GCSE,5,1,1,,,0.3288922384732973,-0.01
135539250,Female,60,5,White,GCSE,3,1,0,,,0.1562962365346741,0.51
135539290,Male,51,4,White,GCSE,1,1,0,0.1669886011614606,,0.3593503564624661,-0.23
135540050,Female,68,6,White,,2,4,0,-1.320386163,,0.1562962365346741,0.95
135542050,Female,38,3,White,GCSE,1,2,1,,,0.5624044763902581,0.54
135542090,Female,36,3,White,University,7,1,0,-0.092553304,,-1.325998839,-0.22
135542130,Male,52,4,White,GCSE,3,2,1,-0.411989495,,-0.595004007,-0.3
135543090,Male,55,5,White,University,1,4,1,-0.431954257,-1.178493026,0.1562962365346741,0.73
135545010,Female,50,4,White,University,1,5,0,-1.000949972,-0.560140023,0.1461435305382845,0.17
135545210,Female,31,2,White,University,3,2,1,0.7659314592904646,,-0.331033651,-0.41
135545250,Female,20,1,White,ALevel,7,3,0,,0.8793046708002716,0.8365275382927774,-0.21
135545330,Male,73,6,White,University,3,5,0,-0.372059971,,0.1562962365346741,-0.19
135546250,Male,65,6,White,University,1,4,0,,,-0.554393183,0.24
135547090,Female,39,3,White,University,1,4,0,,,0.1562962365346741,0.21
